Sygnatura czasowa,Jaka jest Twoja płeć,Jaki kierunek studiujesz?,Który rok studiujesz?,Wybierz stopień studiów,Wybierz tryb studiów,"Wybierz słowo, które najlepiej Ciebie opisuje (1 - Zamknięty/a w sobie, 2 - Powściągliwy/a, 3 - Śmiały/a, 4 - Wylewny/a)","Wybierz słowo, które najlepiej Ciebie opisuje (1 - Wrażliwy/a, 2 - Nieszkodliwy/a, 3 -Przebiegły/a, 4 - Dowcipny/a)","Wybierz słowo, które najlepiej Ciebie opisuje ( 1 - Uzdolniony/a artystycznie,  2 -Zrównoważony/a, 3 - Odważny/a, 4 -Rozmowny/a)","Wybierz słowo, które najlepiej Ciebie opisuje (1 - Biorący/a wszystko do siebie, 2 - Cierpliwy/a, 3 - Pochopny/a, 4 -Entuzjastyczny/a)        ","Jestem (1 - Wierny/a, 2 - Opanowany/a, 3 - Zdecydowany/a, 4 Kontaktowy/a)","Jestem (1 - Nostalgiczny, 2 - Dystansujący/a się, 3 - Niecierpliwy/a, 4 - Roztargniony/a)",stacjo_id,Czy preferujesz naukę stacjonarną?,W jakim stopniu czujesz się zmęczony/zmęczona po tygodniu nauki stacjonarnej? ,Ile minimum masz czasu na przerwę podczas nauki stacjonarnej (w minutach)?,Oceń atmosferę podczas zajęć stacjonarnych.,Oceń ergonomię swojego stanowiska pracy/nauki w trybie stacjonarnym.,Jak dużo czasu poświęcasz na samodoskonalenie się w kwestii umiejętności lub poszerzania horyzontów w trybie stacjonarnym?,"Jak często udaje Ci się zrealizować na czas zadania, które dostajesz na zajęciach praktycznych w trybie stacjonarnym?",Jak często udaje się zrealizować na czas projekty zespołowe w trybie stacjonarnym?,Jak często nie udaje Ci się zrealizować zadań do wykonania podczas nauki stacjonarnej?,Jak bardzo jesteś zmotywowany/zmotywowana do nauki w trybie stacjonarnym?,Czy czujesz się zmęczony/zmęczona po jednym dniu zajęć stacjonarnych? ,"Jaki wpływ ma miejsce, w którym się uczysz stacjonarnie na Twoją organizację nauki?",Jak oceniasz organizację nauki w trybie stacjonarnym?,Jak często pomagasz innym członkom zespołu podczas zajęć stacjonarnych?,Jak często inni członkowie zespołu udzielają pomocy Tobie podczas zajęć stacjonarnych?,Jak często występują konflikty w zespole podczas pracy zespołowej w trybie stacjonarnym?,Jak oceniasz przyrost Twojej wiedzy podczas zajęć w trybie stacjonarnym?,Jak oceniasz kontakt z prowadzącymi zajęcia w trybie stacjonarnym?,Jak bardzo jesteś skupiony/skupiona na zajęciach w trybie stacjonarnym?,Jak dobrze sobie radzisz na studiach w trybie stacjonarnym?,Czy wykonujesz dodatkowe aktywności związane z funkcjonowaniem uczelni w trybie stacjonarnym?,Czy odpowiadają Ci formy zaliczenia przedmiotów w trybie stacjonarnym?,zdal_id,Czy preferujesz naukę zdalną?,W jakim stopniu czujesz się zmęczony/zmęczona po tygodniu nauki zdalnej? ,Ile minimum masz czasu na przerwę podczas nauki zdalnej (w minutach)?,Oceń atmosferę podczas zajęć zdalnych.,Oceń ergonomię swojego stanowiska pracy/nauki w trybie zdalnym.,Jak dużo czasu poświęcasz na samodoskonalenie się w kwestii umiejętności lub poszerzania horyzontów w trybie zdalnym?,"Jak często udaje Ci się zrealizować na czas zadania, które dostajesz na zajęciach praktycznych w trybie zdalnym?",Jak często udaje się zrealizować na czas projekty zespołowe w trybie zdalnym?,Jak często nie udaje Ci się zrealizować zadań do wykonania podczas nauki zdalnej?,Jak bardzo jesteś zmotywowany/zmotywowana do nauki w trybie zdalnym?,Czy czujesz się zmęczony/zmęczona po jednym dniu zajęć zdalnych? ,"Jaki wpływ ma miejsce, w którym się uczysz zdalnie na Twoją organizację w nauki?",Jak oceniasz organizację nauki w trybie zdalnym?,Jak często pomagasz innym członkom zespołu podczas zajęć zdalnych?,Jak często inni członkowie zespołu udzielają pomocy Tobie podczas zajęć zdalnych?,Jak często występują konflikty w zespole podczas pracy zespołowej w trybie zdalnym?,Jak oceniasz przyrost Twojej wiedzy podczas zajęć w trybie zdalnym?,Jak oceniasz kontakt z prowadzącymi zajęcia w trybie zdalnym?,Jak bardzo jesteś skupiony/skupiona na zajęciach w trybie zdalnym?,Jak dobrze sobie radzisz na studiach w trybie zdalnym?,Czy wykonujesz dodatkowe aktywności związane z funkcjonowaniem uczelni w trybie zdalnym?,Czy odpowiadają Ci się formy zaliczenia przedmiotów w trybie zdalnym?,Z jakiego komunikatora korzystasz?,Czy korzystasz z kamery video podczas zajęć w pracy zdalnej?, Jak oceniasz jakość audio i video używanego komunikatora? ,Jak oceniasz jakość komunikatora używanego przez Twoją uczelnię? ,Czy masz problemy ze zrozumieniem kontekstu wypowiedzi podczas porozumiewania się przez komunikator? 
2020/12/18 11:59:15 AM CET,Mężczyzna,Informatyka,3,Inżynier,Stacjonarnie,2,1,2,1,4,1,197,Tak,3,15,4,3,2,3,4,2,4,3,5,4,5,3,3,5,5,4,5,Nie,4,197,Nie,1,0,3,4,1,2,3,1,3,1,5,4,5,4,3,3,4,3,4,Nie,4,Microsoft teams,Tak,3,3,4
2020/12/18 12:00:28 PM CET,Kobieta,Budownictwo,3,Inżynier,Stacjonarnie,1,2,2,1,2,2,198,Tak,2,15,3,4,3,4,4,4,4,2,4,4,3,3,4,4,3,4,4,Nie,3,198,Nie,4,15,4,4,4,4,4,4,3,2,3,4,3,3,4,3,5,2,3,Nie,4,Microsoft teams,Nie,4,3,4
2020/12/18 12:03:09 PM CET,Kobieta,Inżynieria chemiczna ,2,Inżynier,Stacjonarnie,3,2,2,2,1,4,199,Nie ma to dla mnie znaczenia,4,15,3,3,1,3,3,4,3,4,4,3,4,4,4,4,4,4,3,Nie,3,199,Tak,3,15,5,3,5,4,4,3,3,2,5,3,4,4,5,3,3,3,5,Tak,5,Microsoft teams,Nie,4,4,3
2020/12/18 12:04:57 PM CET,Mężczyzna,Informatyka,2,Inżynier,Niestacjonarnie,2,2,2,2,2,2,200,Nie ma to dla mnie znaczenia,2,60,4,4,2,3,4,3,3,2,4,4,3,3,4,3,4,3,3,Nie,3,200,Nie ma to dla mnie znaczenia,3,60,3,4,2,3,4,3,3,4,3,3,3,3,5,3,4,3,3,Nie,4,Microsoft teams,Tak,4,4,5
2020/12/18 12:05:46 PM CET,Mężczyzna,Transport,5,Magister,Stacjonarnie,4,2,4,2,2,1,201,Nie ma to dla mnie znaczenia,3,15,5,5,3,3,3,4,4,4,4,5,3,5,5,4,4,4,4,Nie,3,201,Tak,5,15,4,5,3,5,5,5,4,5,5,5,3,3,5,4,5,5,5,Nie,5,Microsoft teams,Nie,5,5,5
2020/12/18 12:05:53 PM CET,Kobieta,Zarządzanie,1,Licencjat,Stacjonarnie,1,1,1,1,2,2,202,Nie,1,15,3,4,2,4,5,3,2,2,2,4,2,3,2,3,4,4,2,Tak,2,202,Tak,3,15,3,4,3,2,5,2,4,3,5,3,5,5,4,4,2,3,4,Tak,4,Microsoft teams,Tak,2,4,2
2020/12/18 12:08:12 PM CET,Mężczyzna,Logistyka,1,Inżynier,Stacjonarnie,1,1,3,2,2,1,203,Tak,3,15,4,4,4,3,4,5,4,5,4,4,5,5,4,4,5,4,4,Nie,4,203,Nie,2,15,2,3,3,4,4,3,2,1,3,2,5,5,5,2,2,2,4,Nie,4,Microsoft teams,Tak,4,4,4
2020/12/18 12:09:10 PM CET,Kobieta,Zootechnika,1,Inżynier,Stacjonarnie,3,4,2,2,1,2,204,Nie ma to dla mnie znaczenia,4,30,4,4,4,5,5,1,4,3,4,4,3,3,5,4,4,3,4,Nie,4,204,Nie ma to dla mnie znaczenia,4,30,4,4,4,5,5,5,4,4,4,4,3,3,5,4,4,3,4,Nie,4,Microsoft teams,Nie,4,4,5
2020/12/18 12:11:45 PM CET,Mężczyzna,Informatyka,5,Magister,Stacjonarnie,2,4,2,2,2,2,205,Nie,1,30,4,2,3,3,3,3,3,2,2,2,4,4,4,3,4,4,4,Tak,3,205,Tak,3,30,4,5,4,4,4,4,4,3,5,4,5,5,5,4,2,4,3,Nie,5,Microsoft teams,Nie,4,3,4
2020/12/18 12:12:36 PM CET,Mężczyzna,Informatyka,1,Inżynier,Stacjonarnie,1,1,1,1,1,1,206,Nie ma to dla mnie znaczenia,2,15,3,2,3,4,4,4,4,2,5,4,4,4,4,4,4,4,4,Nie,2,206,Tak,2,0,2,5,2,2,3,3,2,2,2,2,5,5,4,2,1,2,3,Nie,3,Microsoft teams,Tak,3,2,3
2020/12/18 12:12:41 PM CET,Mężczyzna,Informatyka,5,Magister,Stacjonarnie,2,2,2,2,2,2,207,Tak,4,15,5,3,3,5,5,5,4,4,4,4,3,2,3,4,5,5,5,Nie,4,207,Nie,2,15,5,5,3,5,5,1,3,2,3,5,3,2,5,4,4,3,4,Nie,4,Microsoft teams,Nie,5,5,5
2020/12/18 12:13:24 PM CET,Kobieta,Logistyka,1,Inżynier,Stacjonarnie,3,4,4,1,4,3,208,Tak,4,15,5,5,3,5,5,5,5,5,5,5,3,3,2,5,5,5,5,Nie,5,208,Nie,2,15,2,5,5,5,5,5,2,1,2,1,5,5,1,1,2,1,4,Nie,5,Microsoft teams,Nie,3,3,5
2020/12/18 12:13:35 PM CET,Kobieta,Zarządzanie,3,Licencjat,Stacjonarnie,3,1,4,3,1,3,209,Nie ma to dla mnie znaczenia,2,60,3,2,3,4,4,4,3,3,3,3,4,2,3,4,4,3,3,Nie,3,209,Nie ma to dla mnie znaczenia,4,120,4,3,3,5,5,5,3,5,3,4,4,2,3,4,4,3,5,Nie,4,Microsoft teams,Tak,4,4,5
2020/12/18 12:13:40 PM CET,Mężczyzna,Informatyka,4,Inżynier,Stacjonarnie,2,4,2,4,2,4,210,Nie,2,15,4,1,2,4,4,2,2,4,4,3,5,2,2,1,4,2,5,Nie,4,210,Tak,2,120,4,5,5,5,3,1,4,2,5,4,3,1,4,4,3,4,5,Nie,4,Microsoft teams,Nie,4,5,5
2020/12/18 12:13:48 PM CET,Kobieta,Informatyka,1,Magister,Stacjonarnie,2,1,2,1,1,1,211,Nie ma to dla mnie znaczenia,1,15,4,3,2,4,4,4,3,3,3,3,4,4,5,4,4,3,4,Nie,5,211,Tak,1,0,4,5,1,4,4,4,3,2,3,5,4,4,4,3,4,4,4,Nie,4,Microsoft teams,Tak,3,3,3
2020/12/18 12:14:35 PM CET,Kobieta,Chemia,5,Magister,Stacjonarnie,3,1,4,1,1,3,212,Tak,4,15,5,3,5,5,5,5,4,3,4,4,5,3,5,4,5,5,5,Tak,3,212,Nie,1,15,5,1,1,1,3,4,2,1,5,1,4,4,4,1,5,2,5,Tak,5,Microsoft teams,Nie,4,4,1
2020/12/18 12:15:04 PM CET,Mężczyzna,Informatyka,4,Inżynier,Stacjonarnie,3,1,4,2,1,1,213,Tak,3,30,4,4,4,5,5,5,4,5,4,3,4,3,3,4,4,4,5,Tak,4,213,Nie ma to dla mnie znaczenia,2,30,3,3,3,5,5,5,2,2,2,3,3,3,4,2,3,2,5,Tak,4,Microsoft teams,Nie,4,4,5
2020/12/18 12:15:24 PM CET,Kobieta,Ekonomia,3,Licencjat,Stacjonarnie,2,2,2,1,4,3,214,Nie ma to dla mnie znaczenia,1,15,4,3,3,5,5,1,4,5,4,4,4,3,3,4,4,4,5,Tak,4,214,Tak,2,15,5,4,3,5,5,5,3,3,3,4,3,2,5,3,4,2,4,Tak,5,Microsoft teams,Nie,5,4,4
2020/12/18 12:16:38 PM CET,Mężczyzna,Informatyka,3,Inżynier,Niestacjonarnie,3,4,2,2,4,2,215,Nie ma to dla mnie znaczenia,5,0,3,4,4,5,5,1,5,5,5,5,4,4,5,3,3,5,3,Nie,4,215,Tak,3,15,5,5,5,5,5,5,5,3,5,5,5,3,5,5,5,5,5,Nie,5,Microsoft teams,Tak,5,5,5
2020/12/18 12:17:39 PM CET,Kobieta,Zarządzanie,2,Inżynier,Stacjonarnie,3,4,3,1,3,3,216,Tak,4,120,5,5,4,4,4,5,5,5,5,5,5,2,3,5,5,5,5,Tak,4,216,Nie,1,30,3,3,1,4,4,4,2,1,1,1,5,5,5,3,3,1,4,Tak,4,Microsoft teams,Nie,4,1,2
2020/12/18 12:19:41 PM CET,Kobieta,technologia żywności,1,Inżynier,Stacjonarnie,2,1,1,2,2,3,217,Tak,3,30,4,3,3,4,4,3,3,3,4,3,3,2,3,3,4,3,3,Nie,3,217,Tak,4,60,4,5,5,5,4,3,4,5,5,3,2,1,5,2,5,3,5,Nie,5,Microsoft teams,Nie,3,3,4
2020/12/18 12:20:06 PM CET,Mężczyzna,Zarządzanie,1,Magister,Niestacjonarnie,3,2,2,4,2,2,218,Tak,5,30,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,Tak,5,218,Nie,1,15,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,Nie,1,Microsoft teams,Nie,1,1,1
2020/12/18 12:20:49 PM CET,Mężczyzna,Informatyka,2,Inżynier,Stacjonarnie,3,1,2,4,2,3,219,Nie,2,15,3,3,2,4,3,4,2,2,3,3,3,3,3,3,4,2,3,Nie,3,219,Tak,5,30,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,Tak,5,Microsoft teams,Nie,4,5,5
2020/12/18 12:21:54 PM CET,Kobieta,technologia chemiczna,5,Magister,Stacjonarnie,2,1,2,2,4,2,220,Tak,3,15,4,4,5,5,5,5,5,3,4,5,5,3,5,4,4,4,5,Tak,3,220,Nie,5,0,2,3,2,5,5,5,1,5,3,1,5,3,3,2,4,1,5,Tak,3,Microsoft teams,Nie,3,3,3
2020/12/18 12:23:36 PM CET,Mężczyzna,Automatyka i Robotyka,1,Inżynier,Stacjonarnie,3,2,3,3,4,2,221,Tak,5,0,4,4,3,5,5,5,4,5,3,4,3,2,4,5,4,4,5,Nie,4,221,Nie,5,0,4,5,4,5,5,5,4,5,5,4,5,2,5,4,5,4,5,Nie,4,Microsoft teams,Nie,4,4,4
2020/12/18 12:24:13 PM CET,Kobieta,ZiIP,1,Licencjat,Stacjonarnie,3,2,4,1,4,2,222,Nie ma to dla mnie znaczenia,4,15,4,2,5,5,5,5,5,3,4,5,5,5,5,5,5,5,5,Nie,4,222,Tak,4,15,5,5,5,5,5,5,5,2,5,5,5,5,5,5,5,5,5,Nie,5,Microsoft teams,Nie,5,5,5
2020/12/18 12:24:46 PM CET,Mężczyzna,Informatyka,2,Inżynier,Niestacjonarnie,1,2,2,2,1,1,223,Nie,2,15,4,3,3,2,2,2,2,4,2,3,3,4,5,4,4,4,3,Nie,3,223,Tak,4,30,4,4,3,3,3,3,3,5,3,4,3,3,5,3,4,3,4,Nie,4,Microsoft teams,Nie,5,5,4
2020/12/18 12:26:42 PM CET,Mężczyzna,Informatyka,5,Magister,Niestacjonarnie,3,4,2,2,2,3,224,Nie,5,15,5,4,5,5,5,5,5,3,5,5,5,3,1,4,5,5,5,Nie,5,224,Tak,4,0,5,5,5,5,5,5,5,4,5,5,4,3,1,5,5,5,5,Nie,4,Microsoft teams,Tak,5,5,5
2020/12/18 12:26:56 PM CET,Mężczyzna,Inżynieria chemiczna i procesowa,1,Inżynier,Stacjonarnie,2,2,2,2,1,1,225,Tak,4,15,5,5,3,4,5,4,4,3,4,5,3,3,5,4,5,4,4,Nie,4,225,Nie,5,15,3,3,1,3,4,3,1,1,3,4,2,3,5,1,2,1,2,Nie,4,Microsoft teams,Nie,4,4,4
2020/12/18 12:27:02 PM CET,Kobieta,Zarządzanie,1,Licencjat,Stacjonarnie,2,2,2,3,2,3,226,Nie ma to dla mnie znaczenia,1,15,3,3,2,2,2,3,2,1,3,3,3,3,3,3,3,2,3,Nie,3,226,Tak,4,30,4,5,4,5,5,5,4,5,5,5,4,4,5,4,4,3,5,Nie,4,Microsoft teams,Nie,5,5,4
2020/12/18 12:29:19 PM CET,Mężczyzna,Informatyka,2,Inżynier,Stacjonarnie,1,2,2,2,2,1,227,Tak,2,30,4,4,5,4,4,4,4,3,4,3,2,2,4,4,4,4,5,Nie,3,227,Nie ma to dla mnie znaczenia,3,30,4,4,5,5,5,5,4,3,5,5,3,3,4,3,3,3,5,Nie,3,Microsoft teams,Nie,4,4,4
2020/12/18 12:30:05 PM CET,Mężczyzna,Budownictwo,2,Inżynier,Stacjonarnie,2,3,2,4,3,2,228,Nie,2,30,3,5,2,5,5,5,4,2,4,4,4,5,2,4,4,4,5,Nie,4,228,Nie,4,30,2,5,2,5,5,5,2,3,3,2,4,5,2,1,3,2,3,Nie,4,Microsoft teams,Nie,3,3,4
2020/12/18 12:30:51 PM CET,Kobieta,Technologia chemiczna,5,Magister,Stacjonarnie,3,2,2,2,2,2,229,Nie,1,15,4,3,3,5,2,2,2,1,4,3,4,2,3,2,4,2,3,Nie,4,229,Nie ma to dla mnie znaczenia,1,15,4,3,3,4,2,4,2,1,4,3,4,2,3,2,4,3,4,Nie,4,Microsoft teams,Nie,4,4,5
2020/12/18 12:31:14 PM CET,Mężczyzna,BUdowa,2,Inżynier,Stacjonarnie,2,4,2,2,1,1,230,Tak,2,30,4,2,3,4,4,4,2,2,4,3,4,4,3,4,4,4,4,Nie,3,230,Nie,1,60,2,2,1,4,4,2,1,1,2,1,5,4,3,1,1,1,3,Nie,3,Microsoft teams,Nie,3,3,3
2020/12/18 12:31:21 PM CET,Mężczyzna,Informatyka,1,Magister,Niestacjonarnie,2,2,2,2,2,4,231,Nie,3,15,4,3,1,4,3,2,3,2,3,3,4,2,3,2,3,3,4,Nie,3,231,Tak,5,15,5,5,5,5,5,4,4,5,4,5,4,4,5,4,5,4,5,Nie,5,Microsoft teams,Nie,5,5,5
2020/12/18 12:31:29 PM CET,Kobieta,Technologia żywności i żywienia człowieka,1,Inżynier,Stacjonarnie,1,1,2,1,1,1,232,Tak,2,60,4,4,3,4,3,5,2,2,5,3,2,4,5,5,5,5,5,Nie,3,232,Nie,5,120,3,5,1,2,3,5,1,5,5,2,2,4,3,2,2,1,2,Nie,4,Microsoft teams,Tak,2,2,2
2020/12/18 12:33:03 PM CET,Mężczyzna,Elektrotechnika,2,Magister,Niestacjonarnie,3,4,3,2,4,2,233,Tak,3,120,5,4,5,5,5,5,4,4,4,4,5,5,5,4,4,4,4,Nie,4,233,Nie,2,60,2,5,2,4,4,4,1,2,3,3,3,3,5,1,2,1,3,Nie,4,Microsoft teams,Nie,4,4,3
2020/12/18 12:33:15 PM CET,Kobieta,Ekonomia,1,Licencjat,Stacjonarnie,3,1,1,3,2,4,234,Tak,3,30,4,4,3,5,5,4,5,4,5,3,3,3,3,4,5,5,3,Nie,3,234,Nie,5,15,3,3,2,4,4,4,2,5,4,4,1,1,5,4,3,2,3,Nie,5,Microsoft teams,Nie,5,4,5
2020/12/18 12:34:22 PM CET,Kobieta,Technologia chemiczna ,5,Magister,Stacjonarnie,1,1,2,1,2,2,235,Tak,3,15,2,4,3,3,1,2,4,4,3,4,3,5,5,4,5,5,5,Nie,4,235,Nie,1,0,1,5,4,5,5,3,1,1,3,1,1,2,3,1,1,1,1,Nie,2,Microsoft teams,Nie,2,4,3
2020/12/18 12:36:18 PM CET,Mężczyzna,Automatyka i robotyka,3,Inżynier,Stacjonarnie,4,3,3,4,4,2,236,Tak,5,15,5,5,2,5,5,5,5,5,5,5,2,2,5,5,5,5,5,Nie,5,236,Nie,1,15,1,1,5,1,1,1,1,1,3,1,3,5,5,1,1,1,2,Nie,1,Microsoft teams,Nie,3,3,3
2020/12/18 12:36:23 PM CET,Mężczyzna,Informatyka,1,Inżynier,Stacjonarnie,3,1,2,1,1,2,237,Nie ma to dla mnie znaczenia,3,15,4,2,4,5,5,4,4,3,4,4,3,4,3,4,4,2,4,Nie,4,237,Nie ma to dla mnie znaczenia,3,15,4,5,5,5,5,4,4,3,4,4,3,2,3,5,4,5,5,Nie,5,Microsoft teams,Tak,4,1,4
2020/12/18 12:37:58 PM CET,Mężczyzna,Budownictwo,1,Inżynier,Stacjonarnie,3,2,2,1,2,1,238,Nie ma to dla mnie znaczenia,2,15,4,2,2,5,4,4,4,2,2,3,5,2,2,4,3,5,5,Nie,4,238,Tak,2,15,4,5,5,5,5,2,5,4,5,4,5,4,4,4,5,3,5,Nie,5,Microsoft teams,Tak,5,5,5
2020/12/18 12:38:19 PM CET,Kobieta,Logistyka,1,Inżynier,Stacjonarnie,1,1,2,1,1,1,239,Tak,3,15,4,3,4,5,5,3,5,3,5,4,3,3,5,4,2,5,5,Nie,4,239,Nie,5,15,1,1,3,5,5,3,1,5,1,1,2,2,5,1,2,1,3,Nie,4,Microsoft teams,Nie,2,2,5
2020/12/18 12:38:45 PM CET,Mężczyzna,Informatyka,3,Inżynier,Stacjonarnie,3,3,3,1,1,2,240,Tak,4,15,3,2,4,4,4,4,4,4,4,4,5,2,4,4,5,4,4,Tak,3,240,Nie ma to dla mnie znaczenia,2,15,3,3,3,3,3,2,3,3,3,3,5,4,4,5,2,4,4,Nie,3,Microsoft teams,Nie,4,4,4
2020/12/18 12:39:51 PM CET,Mężczyzna,Informatyka,3,Inżynier,Niestacjonarnie,3,4,4,2,4,1,241,Nie,3,15,3,4,3,3,3,3,2,1,3,3,4,3,2,2,3,3,3,Nie,2,241,Tak,3,0,3,4,4,4,4,4,4,3,4,3,3,3,2,3,4,3,4,Nie,4,Microsoft teams,Nie,4,4,3
2020/12/18 12:41:13 PM CET,Kobieta,Ekonomia,3,Licencjat,Stacjonarnie,3,3,3,2,2,2,242,Nie,3,15,3,2,4,5,5,5,5,4,3,3,5,2,4,4,4,3,5,Tak,3,242,Tak,1,0,3,5,5,5,5,5,4,1,4,3,5,2,3,4,3,4,5,Tak,4,Microsoft teams,Nie,3,3,4
2020/12/18 12:43:48 PM CET,Kobieta,Informatyka,3,Inżynier,Stacjonarnie,2,2,2,2,1,4,243,Nie,2,15,4,4,3,3,4,3,2,2,3,4,3,3,4,4,4,3,4,Nie,3,243,Tak,3,15,3,2,3,4,5,4,2,3,3,4,2,4,4,4,3,2,4,Nie,4,Microsoft teams,Nie,4,5,5
2020/12/18 12:44:09 PM CET,Kobieta,Ekonomia,4,Magister,Stacjonarnie,3,1,2,4,1,3,244,Nie ma to dla mnie znaczenia,3,15,4,3,3,4,4,4,4,4,3,4,4,4,5,4,4,4,4,Nie,3,244,Nie ma to dla mnie znaczenia,4,15,4,1,4,4,4,4,4,4,2,4,4,4,5,4,3,3,4,Nie,4,Microsoft teams,Tak,4,4,4
2020/12/18 12:45:22 PM CET,Mężczyzna,Informatyka,2,Inżynier,Stacjonarnie,2,4,2,3,2,1,245,Tak,3,30,5,5,2,4,5,2,5,3,4,5,3,3,5,4,5,5,4,Nie,4,245,Nie,4,30,2,3,4,2,3,3,2,3,2,4,3,4,4,4,3,1,3,Nie,4,Discord,Nie,4,4,4
2020/12/18 12:45:28 PM CET,Mężczyzna,Mechatronika,2,Inżynier,Stacjonarnie,3,2,4,4,3,3,246,Nie ma to dla mnie znaczenia,2,15,4,3,2,3,3,4,2,2,2,4,2,2,4,4,2,4,3,Nie,3,246,Nie ma to dla mnie znaczenia,3,30,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,Nie,5,Microsoft teams,Nie,5,5,5
2020/12/18 12:48:31 PM CET,Mężczyzna,Mechatronika,2,Inżynier,Stacjonarnie,1,4,1,4,1,4,247,Nie ma to dla mnie znaczenia,1,15,3,5,2,3,3,4,2,1,3,2,5,3,5,2,4,1,4,Nie,2,247,Nie ma to dla mnie znaczenia,2,30,3,5,3,4,4,4,1,2,2,2,5,2,5,1,4,2,3,Nie,3,Microsoft teams,Nie,3,3,4
2020/12/18 12:54:32 PM CET,Kobieta,Uprawa Winorośli i Winiarstwo ,1,Inżynier,Stacjonarnie,2,1,2,4,4,1,248,Nie,3,30,5,3,3,5,5,5,4,3,5,5,4,4,4,5,5,5,4,Nie,4,248,Nie,4,30,1,1,5,4,1,5,1,3,1,1,1,1,5,1,1,1,3,Nie,3,Microsoft teams,Nie,5,5,5
2020/12/18 12:55:42 PM CET,Mężczyzna,Zarządzanie,4,Inżynier,Niestacjonarnie,3,4,3,2,3,2,249,Nie,4,15,2,2,2,3,3,3,1,5,1,2,3,3,2,2,2,2,3,Nie,2,249,Tak,2,30,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,Nie,4,Microsoft teams,Nie,4,4,4
2020/12/18 12:56:37 PM CET,Kobieta,Technologia Chemiczna,4,Doktorat,Stacjonarnie,2,1,2,1,1,3,250,Nie ma to dla mnie znaczenia,5,30,4,3,2,4,4,3,4,4,5,5,3,3,5,5,5,5,5,Nie,3,250,Nie ma to dla mnie znaczenia,3,150,5,5,5,2,3,2,3,5,4,1,3,3,3,3,5,5,5,Nie,3,Microsoft teams,Nie,5,5,5
2020/12/18 1:06:02 PM CET,Mężczyzna,Informatyka,2,Inżynier,Niestacjonarnie,1,2,2,2,2,2,251,Nie,2,15,3,2,3,2,1,2,2,1,3,4,1,1,3,3,4,3,2,Nie,3,251,Tak,1,30,3,4,1,3,2,2,2,1,5,1,1,2,3,3,2,4,2,Nie,5,Microsoft teams,Nie,3,4,4
2020/12/18 1:08:46 PM CET,Mężczyzna,Informatyka,1,Inżynier,Stacjonarnie,3,4,4,3,2,2,252,Nie ma to dla mnie znaczenia,2,15,3,2,1,4,5,2,3,4,3,4,3,2,5,3,4,3,4,Nie,3,252,Tak,2,15,4,4,5,4,5,5,4,2,5,4,5,1,5,3,4,2,4,Tak,3,Discord,Nie,5,5,5
2020/12/18 1:08:48 PM CET,Kobieta,Budownictwo,6,Magister,Stacjonarnie,3,3,2,4,4,1,253,Tak,2,60,3,2,3,5,5,5,4,2,3,3,3,4,4,3,3,3,5,Nie,3,253,Nie,1,60,2,2,2,4,4,4,2,1,5,2,3,1,3,1,1,1,5,Nie,2,Microsoft teams,Nie,3,3,3
2020/12/18 1:13:11 PM CET,Kobieta,Budownictwo,1,Inżynier,Stacjonarnie,2,2,1,2,2,2,254,Nie,1,30,3,2,1,3,3,2,2,2,3,3,1,1,4,2,3,4,2,Nie,3,254,Tak,2,15,4,3,2,3,3,3,3,3,4,4,3,2,4,3,4,3,3,Nie,4,Microsoft teams,Tak,4,4,3
2020/12/18 1:13:20 PM CET,Mężczyzna,Inżynieria produkcji w przemyśle 4.0,2,Inżynier,Stacjonarnie,3,4,4,4,4,1,255,Tak,4,15,5,4,4,2,2,5,4,5,4,4,4,4,5,5,5,5,4,Tak,4,255,Nie,1,30,2,5,2,4,4,5,1,2,3,2,4,3,4,1,2,1,3,Nie,3,Microsoft teams,Nie,4,3,2
2020/12/18 1:15:20 PM CET,Mężczyzna,Informatyka,1,Inżynier,Stacjonarnie,4,4,4,2,4,4,256,Tak,5,15,3,4,4,4,4,4,5,4,4,3,2,2,5,2,3,3,4,Nie,5,256,Tak,4,15,3,4,3,4,4,3,4,4,4,3,2,2,5,3,3,3,4,Nie,5,Discord,Nie,3,3,4
2020/12/18 1:15:35 PM CET,Mężczyzna,Informatyka,4,Inżynier,Stacjonarnie,2,2,2,1,1,4,257,Nie,3,30,3,3,3,3,3,3,2,2,3,3,3,3,4,3,3,3,3,Nie,3,257,Tak,5,30,5,5,5,5,5,5,5,5,5,5,4,3,5,5,5,5,5,Nie,5,Microsoft teams,Tak,5,5,5
2020/12/18 1:17:24 PM CET,Mężczyzna,Informatyka,4,Magister,Niestacjonarnie,4,4,3,4,3,1,258,Nie,1,0,4,3,2,2,2,2,1,3,4,3,3,3,4,3,3,2,4,Tak,4,258,Tak,2,60,5,5,4,4,4,4,3,2,5,5,4,4,5,5,5,4,5,Tak,5,Microsoft teams,Nie,5,5,5
